"whiskey_id","author_id","review"
4491,9,"Deep gold color. This whisky is finished off in new oak and it certainly shows. There are lots of complex wood spices in this whisky and it is intensely deep and mature for such a young age. There’s a firmness to the whisky that’s very appealing. It is exciting too with notes of toasted oak vanilla and a hint of dark chocolate."
4492,6,"Tomatin has introduced a permanently-available 36 year old expression and the first batch comprises 800 bottles. Matured in a combination of bourbon and oloroso sherry casks this expression has not been chill-filtered. Milk chocolate and vanilla on the early nose with background apricots malt and ginger. Ultimately citrus fruit and sherry. Good mouth-feel lively sweet fruits cloves and more ginger on the palate. Long in the finish drying slowly to fruity licorice and plain chocolate."
4493,7,"Peated whiskies definitely have a dropping off point where they become too old and tired and the nose for this one would indicate it’s past its prime with gravel rubbery smoke and raisin. On the palate it’s a different story as ashy smoke combines with raisin and rancio turning the peat age detriment into an asset. Strangely alluring it’s like sitting on a park bench next to a weathered old man who ends up having a real tale to tell.  (U.S. only)"
4494,6,"A single cask cask strength whisky finished in a first-fill bourbon barrel. The initial nose is slightly earthy with walnuts Juicy Fruit gum vanilla and ripe peach notes in time. Full sweet fruit notes on the palate peaches in syrup overripe pineapple with milk chocolate fudge and nutmeg. The finish is medium in length and perennially spicy with aniseed notes. (Cask no. 170)"
4495,6,"Aged in bourbon wood then finished in an oloroso sherry cask. The result is a whisky with a nutty nose plus sultanas figs vanilla and background sherry becoming more floral in time. Full-bodied on the palate with sweet sherry notes ginger and cinnamon and developing raisin and prune notes. The finish is long with spicy coffee and blackberries. (Cask no. 900160)"
4496,6,"Aged in American oak Pedro Ximénez and oloroso casks. The nose is nutty with treacle and developing geranium aromas. Prunes and dates plus almonds on the buttery palate. Drying in the finish with nutmeg and wood spice. (1200 bottles for U.S.)"
4497,6,"The oldest bottling in the range this was aged in a combination of Pedro Ximénez oloroso and American oak casks. Farmyard aromas with oak and dark chocolate. Very smooth and supple on the palate with orange marmalade raisins and old oak. The finish is quite short with dried fruit and milky coffee. (160 bottles for U.S.)"
4498,6,"This ever-popular expression of Balvenie is matured for roughly 12 years in ex-bourbon casks and finished for 9 months in Spanish oak oloroso sherry casks. Floral on the nose with honey oak and almonds. Spicy sherry nutmeg and dried fruit on the silky palate. Quite long in the finish with a hint of orange plus drying spices. Elegant yet robust."
4499,6,"Just 279 bottles of this 22 year old single cask Glen Scotia have been released by Wemyss Malts with maturation taking place in a bourbon cask. Fleetingly very sweet crunchy apples on the nose then caramel milk chocolate sherbet dips plus a hint of brine. The palate is sweet and peppery with spicy toffee grapefruit melon and walnuts. The finish is medium in length spicy with table salt in the tail. £90"
4500,6,"This was aged in a mixture of bourbon and oloroso sherry casks followed by a final spell of marrying in wooden tuns. Dried fruits dark chocolate figs and cinnamon on the nose. The palate yields rich caramel and toffee-apple notes plus ginger cloves and medium sherry. More dried fruits cookies and a sprinkling of allspice in the slightly smoky medium to long finish."
4501,6,"A mix of American and Spanish oak casks was used to mature this addition to the core range. A big blast of orchard and tropical fruits characterizes the early nose along with honey vanilla and toffee. The palate also majors in fruit this time principally oranges plus caramel cinnamon milk chocolate and lots of vanilla. The finish is quite short with banana and ginger."
4574,9,"Lush and fruity. Sappy with waxed fruit golden raisin plum and nectarine rock candy. Mouth-clinging finish. Definitely post-prandial after a hearty meal. (With a cigar perhaps?) (Loch & K(e)y retailer exclusive)"
4506,7,"A 15 year old port cask-matured Ben Nevis that is as genre-defying as it gets. Deep port notes combine with strong iodine honey and malt in an inviting nose. This whisky simply roars on the palate with big jammy fruit combined with salt iodine and a dash of smoke. Everything comes together in the mid-palate with an alluring core of ginger honey and malt. A long flavorful finish wraps up a whisky with unique character and unmistakable appeal. (U.S. only)"
4507,6,"This was aged in refill American oak barrels and bodega European oak butts followed by what Diageo describes as a “unique maturation and marrying process involving five cask types.” The nose is soft and sweet presenting malt ginger milk chocolate and vanilla. Orchard fruits surface in time. Supple in the mouth with toffee ripe peaches gingerbread and old leather. Dark berries char and black pepper in the finish. £100"
4508,6,"Tùsail—apparently Gaelic for ‘originary’—is the sixth release in Glenmorangie’s Private Edition collection. It was distilled using floor-malted Maris Otter winter barley once ubiquitous in the British brewing industry but now practically a rare breed. Oily on the nose notably linseed then becoming more floral. Cinnamon ginger snaps and faint new leather. Viscous on the palate with poached pears cloves nutmeg and polished oak. Drying nutty oak in the finish. £76"
4509,6,"This was matured in second-fill sherry casks and then spent 3 years in first-fill Pedro Ximénez butts. The nose features fruit and nutty milk chocolate fudge sultanas and mixed candied peel. Lush sweet sherry on the palate with a carryover of fudge and sultanas from the nose. Long in the nutty spicy finish which offers nutmeg and peppery oak. (5000 bottles)"
4510,6,"Distilled in 2012 this was aged in casks sourced from the Douro Valley in Portugal. Quite reticent on the early nose with developing strawberries vanilla custard new oak and subtle smoke. The palate offers smoky red wine notes with ashy peat spices and tingling black pepper becoming more apparent. Sweet cherry fruitiness lingers in the relatively long finish with prickly spices."
4511,6,"This Clynelish is notable as the first no age statement Special Release and maturation took place in refill European and bodega European oak casks along with first-fill refill and rejuvenated American oak casks. The nose is fresh and salty with olives pine and lemongrass then fruit notes ranging from citric to sweet. Oily on the palate with those same citric and sweet fruits as the nose plus cayenne pepper and vanilla. Spicy citrus fruits in the drying finish."
4512,6,"As part of its program to make available single malts from all five of its Scotch whisky distilleries Bacardi subsidiary John Dewar & Sons has now released a trio of bottlings from Royal Brackla situated near Nairn in the Scottish Highlands. The 12 16 and 21 year old expressions are initially available in ten markets Including the UK U.S. and Canada.
Richer and more complex than its younger sibling with waxy peel glacé cherries sherry sultanas and custard. Silky smooth in the mouth with marshmallows milk chocolate medium-sweet sherry and stem ginger. Tingling spices allied to darkening chocolate and a touch of smoke in the medium to long finish. Finally a fat buttery note."
4513,6,"An unusual vintage bottling of Old Pulteney in that maturation occurred in a mix of American bourbon casks and Spanish sherry casks that previously held heavily-peated whisky. The nose opens with a whiff of ozone; then lemon vanilla and coconut appear along with fleeting wood smoke. Intense tropical fruitiness merges with milk chocolate lemon sorbet and lively spices on the palate. Spicy milk chocolate with a citric and softly peaty tang in the finish."
4514,6,"Old Pulteney’s 40 year old comprises spirit from three sherry hogsheads and one bourbon barrel. Just 493 bottles of the distillery’s oldest expression to date have been released offered at cask strength and not chill filtered. The nose is soft and fragrant with peaches in syrup toffee cinnamon and aerosol wood polish. Early intense orchard fruits on the palate then nutmeg cinnamon and black coffee. Long in the finish with spicy oak tannins and Seville orange. Notably drying."
4515,6,"The nose opens with brine fresh pine sage and sweet antiseptic. Peat ginger black pepper lime and lemon notes develop in time. Citrus fruits caramel and a peat-fueled barbecue on the palate with background dark berries. The finish is medium in length warming and spicy with plain chocolate and drying crumbly peat. (Cask no. 13; 275 bottles)"
4516,6,"The nose offers early grassiness then vanilla Jaffa orange toffee apple and honey. A smooth palate delivery with more orange and toffee apple plus almonds and caramel. The finish is long with white pepper and sweet oak."
4517,6,"Spicy on the nose with deep full tropical fruit notes praline and marzipan. The palate is silky with fudge and raisins then cherry liqueur. The finish yields dark chocolate and citrus fruit plus peppery oak."
4518,6,"This expression of Jura is by leading London wine and spirits merchant Berry Bros. & Rudd and was bottled in the company’s Berry’s Own range at 35 years of age after maturation in sherry hogshead #889. The nose offers sweet sherry and caramel sultanas cinnamon and rum baba with an elusive wisp of smoke. Full-bodied very fruity on the palate with mixed spices pine cones and old sherry notes. The finish is long nutty and luxurious. £200"
4519,12,"Enjoy fresh aromas in multiple ways like fruit (melon pear blueberry) and a sea breeze (oyster shell salty). Full flavors of tangerine Bosc pear salted pistachio white pepper dried ginger and mint are diminished only by the light body. The finish is particularly satisfying but a little more heft would make it shine. (Total Wine & More)"
4520,6,"Odin is the fourth and final release in Highland Park’s Valhalla Collection. It has been aged in a combination of first-fill Spanish oak sherry casks and refill hogsheads with the former predominating. The nose yields cocoa powder insistent spice subtle sweet smoke heather honey and rum-and-raisin fudge. Rich and fruity on the palate with lively dark spices plus treacle and peat smoke. The lingering finish initially offers smoky sherry then dries with licorice and oak. (17000 bottles)"
4521,6,"This addition to the Port Askaig range is presented with natural color without chill filtration and matured in refill American oak casks. The nose presents light peat ozone and faint medicinal notes becoming saltier and spicier with time. Bracing. Woodsmoke kippers grapefruit and lime on the palate. The finish is sweet with receding smoke."
4522,6,"After initial maturation in first-fill bourbon barrels this 2006 vintage from Tullibardine was transferred into marsala wine casks for a year of finishing. The nose offers vanilla ginger printer’s ink red wine plums milk chocolate and walnuts. Rich red-berry fruit flavors on the palate—raspberries and cream—plus coffee and cloves. Black treacle and dark chocolate in the slightly earthy finish. Accomplished."
4523,6,"Pear drops green apples lots of toffee and more spice on the nose than in the Sigurd expression; also fresher and fruitier. Voluptuous mouthfeel with sherry toffee vanilla nutmeg and a wisp of fragrant smoke. Toffee remains in the finish with notes of cocoa powder smoky oak and citrus spice. Very well balanced.(Travel Retail exclusive.) €400"
4524,6,"This expression was distilled in 2003 and after undergoing a period of finishing in amoroso sherry casks it was bottled in 2014. Fleeting green apples on the nose before sweetening with figs sultanas red berries and chili. Peat smoke finally makes its presence felt. Full-bodied on the palate with spicy smoke dark chocolate peaches and Jaffa orange; the additional fruitiness courtesy of the amoroso cask influence. Long and softly smoky in the finish with ginger and lingering fruit notes. £55"
4525,6,"This limited-edition bottling was matured in a mix of bourbon and sherry casks. It is non-chill filtered and includes no caramel coloring. Vanilla milk chocolate dried fruits and green apples on the nose. Relatively light-bodied with orange juice honey wood spice and a hint of brine on the soft oaky palate. The finish is medium in length gently fruity with mixed nuts and salted caramel."
4526,9,"Glenmorangie enters the world of peated whiskies (like everyone else these days it seems — not that I’m complaining). Richly textured layers of sweetness (vanilla toffee milk chocolate) fruit (tangerine orchard fruit — especially ripe cherry) roasted nuts wild morels a hint of menthol and gentle smoke. Certainly entertaining even if the whisky doesn’t always seem to know what it wants to be. The soft sweetness mid-palate is balanced nicely by dried spice and smoke on the finish. Curiously enjoyable."
4527,6,"Jura has introduced a new house style of ‘sweetness and smoke’ and this spent 18 years in bourbon barrels with a finish in red wine casks. Malt peach blossom raspberries vanilla and dark chocolate on the nose. The palate offers red berries more chocolate cloves and peat. Dry red wine notes in the finish with fruity spices and black pepper."
4528,9,"Similar in flavor to the Aberfeldy 12 reviewed below but with more depth. There’s more orange rind in the marmalade notes along with Clementine and coconut. The whisky finishes drier too with a spicy flair. Still quite clean and nicely balanced throughout. A whisky for those of you who want a fun whisky that’s not heavy on the palate."
4529,9,"A robust Speysider — and very tactile too (clinging to the palate) but with no excessive oak. Vanilla and some dark chocolate notes along with coating (yet ironically dry-ish) honey notes. But its biggest flavor note is citrus — particularly lemon along with some tangerine and a hint of pineapple — which helps to cut through the thickness. Good depth with dried spice polished oak and a wisp of smoke on the finish. (Bottled in 2004 but only recently released to the U.S.)"
4530,9,"Richly sherried great mouthfeel and well-balanced. The sherry is clean and is only one facet of this multi-dimensional whisky. Notes of lush orange and apricot soaked in molasses and maple syrup. Fig cake and oak resin add structure and complexity. Dry spicy cinnamon resinous finish. (Bottled for Delilah’s and for Bull and Bush)"
4531,9,"Honey creamy vanilla caramel sultana and toasted almond along with a hint of lemon gum drops and banana. Quite floral too -- lavender heather -- with a gentle lingering finish. A very soothing mouth-coating whisky with excellent balance while still quite fresh. Indeed a very more-ish whisky -- and sneaky in how it grows on you with each sip."
4532,6,"Distilled in 1992 a year before Rosebank fell silent this 21 year old expression was matured in refill American oak casks. 4530 bottles have been released. The fragrant nose yields milk chocolate peaches apricots nutmeg and toffee bonbons. Spicy and mildly herbal on the palate with icing sugar and a suggestion of dark chocolate. The finish is medium in length fruity with gentle spice coffee and developing oaky dryness."
4533,9,"(Reviewers note: this is an exclusive bottling to Park Avenue Liquors New York NY.) This is signature Ardbeg: young (but not too young) bold and with an attitude too! Its flavors are reminiscent of crumbled peat thrown on a campfire with notes of damp earth pepper and seaweed. Still there’s a soft underbelly of vanilla sweetness that helps to tame this beast and provide balance. A peppery kippered smoky finish entertains long after the whisky disappears. Make this your last whisky of the evening."
4534,1,"The nose is redolent with the smells of autumn jam — slowly stewing dark berry fruits — but there’s a hint of hazelnut adding a drier edge alongside some waxed paper. As it opens out comes argan oil. This constantly changing array of aromas is very Glenrothes as is the vanilla lift when water is added which comes with added cordite. The palate is very sweet filled with fruit syrups and even some dried rose petal. The finish long. £79"
4535,6,"Distilled in September 2007 and matured in a first-fill bourbon barrel (#5315) this is a fine example of how good a relatively youthful Speyside malt can be given the right cask. Soft and fragrant on the nose with lemongrass ginger snaps and light toffee notes. The palate is sweet with ripe strawberries and spicy fudge. A spicy finish offers cinnamon milk chocolate and lingering citrus fruits. (220 bottles)"
4536,9,"An elder Lagavulin. Thirty years of oak aging has mellowed this whisky. Fragrant and floral with suggestions of perfumed soap. Spicy too with cinnamon and anise. Classic leafy smoky notes along with some tarry rope emerge on the palate and maintain a steady keel as they work their way through an ocean of vanilla malt. Lingering finish of burning embers. Certainly an enjoyable Lagavulin but I still like the standard 16 year old better. It’s hard to improve on a classic."
4537,1,"Though sounding more like a character out of Asterix than a whisky Authenticus is the code for the peated arm of the ever-expanding BenRiach portfolio. It’s the smoke that you notice first typically Highland-style wood smoke with a light aromatic lift akin to smoked meat. It’s not a bludgeoning smoke however because BenRiach’s inherent orchard fruit sweetness is there alongside touches of beeswax. In other words it has maturity. The key here is balance and harmony. £124"
4538,9,"Straw gold color. Peat smoke damp earth seaweed balanced by a maple syrup sweetness on the nose and palate. Full-bodied and firm in body. Flavors are pleasantly mature and nicely integrated."
4539,6,"Matured in second-fill bourbon casks this expression of Balblair offers a distinctive aroma of bananas along with cooking apples sultanas nuts and spices. It is full-bodied and exhibits a palate of toffee and spicy fruits and becomes increasingly chocolate-y with distinct cocoa notes when given time to breathe. Raisin notes also develop. The finish is lengthy and smooth with lasting lively spice and vanilla."
4575,6,"Warm machine oil on the early nose slightly herbal with apricots and vanilla
emerging in time. Slick on the palate with light smoke honey delicate spices and
eventually burnt toffee. The finish features licorice pipe tobacco and white pepper.
Ultimately mouth-drying. £170"
4540,9,"The Balvenie continues its limited edition releases of 17 year old whiskies. Previous editions included an Islay Cask finish and a New Oak finish. This is the newest one aged in sherry oak casks. It’s a delicious whisky with clean ripe sherried fruit marrying nicely with the dry oak spices. Notes of apple pie honeyed summer fruit caramel toasted almonds and toffee with dry resinous oak on the finish to round out the sweetness. A big full-bodied Balvenie that satisfies."
4541,1,"These days the mighty Mortlach is a known quantity but Diageo’s two other meaty sites—Benrinnes and Dailuaine—remain in the shadows. This is big boisterous and sherried but there’s less of the gravy-browning elements you get from the other two; at Dailuaine it is fruit that is promoted alongside Seville orange treacle and the inevitable raisin and date. There are nods to PX sherry as well. Every bit as good as Mortlach.  £43"
4542,9,"Pungent and medicinal in personality with gobs of peat tar iodine brine and seaweed. These are all good things.in case you were wondering. A gentle vanilla sweetness tries to tame this savage beast but it is no match. One of the most challenging-yet rewarding-whiskies in the entire world. What Cantillion Lambic is to beer Laphroaig Original Cask Strength is to whisky."
4543,6,"Distilled in October 1995 this single cask was aged in a refill hogshead (#10206). Primrose ginger cedar spice and malt on the nose with a hint of salt and background heather; complex. Slightly oily on the palate with orchard fruits milk chocolate a suggestion of brine and developing cloves. Dries quite rapidly in the finish with more cloves and light oak tannins. (190 bottles)"
4544,9,"Pale gold color. Bold aromas of sweet wort seaweed and peat bonfires. Medium bodied and slightly oily in texture. Malty sweet flavors up front followed by peat and seaweed then taken over by a huge rush of peat smoke that never seems to end. A sweetness stays with the whisky throughout to help balance the peat smoke."
4545,6,"Triple Cask replaced Macallan’s Fine Oak range in 2018 and was matured in a combination of European and American sherry-seasoned oak and American oak bourbon barrels. The entry level 12 year old offers a relatively light zesty nose with citrus fruit vanilla and ginger while the palate yields more citrus fruit and vanilla honey sweet oak and dark chocolate. Cantaloupe and wood spice in the finish."
4546,6,"This refill sherry butt-matured cask strength variant of the Lowland classic Rosebank was distilled in December 1990. Floral and fruity on the nose. Sweet with malt and black cherries plus a hint of new leather. Quite viscous in the mouth; nutmeg dark chocolate and toffee on the palate. Walnuts and background dry sherry. The finish offers gentle oak and lots of spice."
4547,6,"Distilled in Scotland’s most southerly distillery of Bladnoch in October 1992 this bottling has been matured in a refill hogshead and 150 bottles have been allocated to the U.S. It presents a fresh nose with initial herbal notes turning to cornflakes and newly-mown hay. Sweet and fruity on the palate with oat biscuits and milk chocolate. The finish is relatively short with spicy custard then a final fruit flourish."
4548,9,"Also known as St. Magdalene this Lowland distillery which closed down for good in 1983 is becoming increasingly more difficult to find. And when one does become available it will be pushing 20 years old or older like this one. When young Linlithgow often exhibits a freshness and drinkability with a gentle maltiness and often hay or grassy notes for complexity. How does this older one fare? Quite well actually. I was concerned that this whisky would have too much oak influence given how old it is and how delicate the whisky can be. While those years in a hogshead add some dry spicy notes they are never excessive. Instead they add a complexity that blends in nicely with notes of creamy malt vanilla lemon gum drops grass and hay. I am particularly impressed by the evolution of flavors on the palate and the length and depth of its dry spicy finish. Certainly one of the best Linlithgows to come onto the market."
4549,9,"One of the better bottlings from this Lowland distillery which closed in 1983. Velvety and slightly oily in texture and fragrant. The whisky is balanced the flavors clean with no hint of excessive oak. Bourbon cask-aging offers up notes of vanilla wafer along with coconut cream honey and a touch of caramel. Bright fruit (lemon meringue pineapple apricot) keeps the whisky lively and suggestions of hay and linseed offer continued entertainment. Nutty toasted oak finish. If you are looking for a Linlithgow (AKA St. Magdalene) to purchase before the whisky becomes impossible to find I can recommend this one."
4550,9,"White wine color. Sweet aromas of confectioner’s sugar toasted marshmallow honey and coconut. Its flavors mirror its aroma with a pleasing creamy almost buttery texture and soft gentle finish."
4551,6,"This new core expression was launched in 2019 to celebrate the reopening of Tobermory Distillery after two years of remodeling. The whisky was matured principally in bourbon barrels with a small proportion being finished in virgin oak. The nose yields honeycomb vanilla fudge orange blossom and cinnamon. Quite full-bodied with cloves on the early palate apricots and malt. Licorice spicy dark berries and more cloves in the finish. (£46)"
4552,6,"The nose yields orange and lime canned pineapple and light caramel notes. Elegant with some substance on the palate with vanilla and brittle toffee underpinned by vibrant orchard fruits honey and milk chocolate. The finish features more milk chocolate gentle oak and ginger. Best Value"
4553,9,"Aged in a refill sherry puncheon and the sherry is evident in appearance and on the palate. Soft and sweet with caramel-coated mixed nuts toffee apple rhum agricole currant (red and black) plum cinnamon and surprising brisk mint (especially toward the finish). A pleasing non-aggressive expression of a mature sherried whisky. (Not available in the U.S.)£340"
4554,9,"This whisky combines the finer qualities of both the 18 year old and the 25 year old. It expresses the balance and purity of the 18 year old while showing maturity found in the 25 year old. The lack of chill-filtering enhances the whisky’s vibrancy and like all the Benromachs it’s mouth-coatingly thick and malty."
4555,10,"Dried peat smoke a papery column of cigar ash sizzling bacon fat baked earth and a shower of sea spray coupled with hints of fresh peach and ripe fruits. The palate has a light oily consistency ingrained with smokiness throughout tasting of vanilla toffee pick ‘n’ mix foam bananas tangy citrus and sweet tropical fruits the whole arrangement given a peppery lift before succumbing to a late nuttiness. It’s not named after the Gaelic for smoky for nothing you know."
4556,6,"This is the first release in the distillery’s new core range for the U.S. After primary maturation in bourbon barrels the 10 year old whisky undergoes a sherry cask finish. Orange marmalade pine nuts white pepper and very subtle smokiness on the nose. The palate majors in overripe Jaffa oranges ginger and milk chocolate. The milk chocolate darkens in the medium-length finish with coffee grounds and warming spice."
4557,1,"A single oloroso cask bottling so an interesting comparison with the Loch Gorm (see below). The cask has more of an influence here with plummy fruits fig rolls and Medjool dates. The smoke is restrained and foggy allowing some seashore breezes to come through. The palate reverses this with the smoke rolling in first then the soft dark and sweet fruits treacle and garam masala. Tannins are very soft. Kilchoman with heft. (637 bottles) £90"
4558,9,"Gold color. Citrus zest aromas and creamy sweet notes-reminiscent of lemon meringue pie-with subtle tropical fruit and marshmallow notes dancing throughout. This whisky has great balance and is fully mature at 12 yrs. which should be no surprise for a Lowland whisky. The palate delivers what the aroma promises with a touch of honey up front citrus and vanilla in the middle and a delicate dryness on the finish. I've always admired Bladnoch-a whisky that needs to be better known-and this expression reinforces my opinion."
4559,1,"A refill sherry hoggie has given a classic walnut color and indeed notes of that nut as well. Here’s Glenfarclas at its most dense with savory sun-dried tomato-like edges and sandalwood. The mouth is elegant with a little heat the sherry giving roasted almond sweet plump dried fruits and dried flowers. Water brings out lightly gripping tannins (but again not aggressively) and good layering. Similar to the ’87. £285"
4560,10,"A rich fruity nose of baked apple fruitcake sliced almond honey and white pepper. At cask strength this is quite a bumpy ride with warm apple sultana and caramel revving up to a jagged peak of ginger pepper and clove. When your taste buds emerge on the other side it settles into a more pleasing caramel and toffee sweetness. Perfect for armchair mountaineers."
4561,10,"Lime syrup grapefruit peel Smarties candy ripe peach and orange peel zested over vanilla frosting make for an attractive nose. Fruity and tangy with green apple lemon vanilla burnt oak clove and pepper developing more candy sweetness than fruit flavors in the latter phases. As the spiciness blooms extra layers of vanilla and toffee are added. A tangy fruit finish with a citrus edge."
4562,9,"Nice to see stocks distilled after the 1980s ‘silent period’ turning 18 years old. The sherry influence here is complementary but not overpowering. Notes of toffee almond vanilla fudge chocolate-coated citrus bramble and candied ginger. Polished leather dried spice and a hint of brine on the finish dries it out nicely and keeps it interesting. Not quite as dynamic and complex as some of those legendary pre-1980s Springers but it’s smooth well-rounded and more-ish."
4563,6,"A period of finishing in a combination of Pedro Ximénez and oloroso sherry puncheons and hogsheads distinguishes this release. The nose is fragrant with spicy red wine raspberries ginger milk chocolate and nutmeg. Viscous on the palate with lots of cloves plus vanilla raisins and instant coffee with a slug of sherry in it. Dark chocolate licorice and black coffee feature in the finish. Overall nicely balanced."
4564,1,"This new member of the core range is wholly from stock produced by the distillery’s new(ish) owner. It has a gentle sweet honeycomb nose with some banana a little malt and lemon freshness. The palate shows light honey/honeysuckle at the start and is well balanced with maltiness and a signature spicy finish adding a dry counterpoint to the sweetness from the cask and a distillate with good weight. Good price as well. Lovely."
4565,1,"There’s no doubt that this is from Glenlivet; there’s still that pure combination of fruit and flowers now given a little nudge toward a more concentrated expression: the flowers are dried and heathery the fruits tinned pineapple windfall apples. An added cedar/nutmeg note adds to the complexity. Liquorous and tongue-clinging with custard tart notes before the autumn fruits come through. A sense of the curtains being drawn and a settling in for the winter. Recommended."
4566,6,"The first peated expression from Glnglassaugh after reopening in 2008 Torfa is made from barley malted to 20 ppm and matured in bourbon barrels. Bonfire smoke ozone orchard fruits malt and black pepper are present on the nose. Slightly savory on the smooth palate with sweet peat smoke honey dark chocolate and a very mild maritime note. Ginger apricot and more sweet peat in the finish."
4567,6,"Apricots and candle wax aromas on the early nose with honey caramel and a hint of
cinnamon. Supple on the palate with juicy peaches ripe banana malt licorice and
wood spices. The finish is long with aniseed spicy oak dark chocolate and black
pepper. (1468 bottles) £65"
4568,6,"This latest release comprises the contents of nine first-fill European sherry-seasoned oak hogsheads eight bourbon barrels and nine refill casks all laid down in 1998. Hints of warm machine oil and herbs on the nose with pineapple barley sugar and white pepper plus a touch of heather and faint smokiness. Slightly bitter on the palate with wood spices while fruitiness lurks in the background. Peppery oak char and coal in the finish."
4569,1,"A sweet start then a sudden blast of fresh menthol-like toothpaste (pleasant) before it dips into slightly decaying soft fruits (again nice) a mashy note then violet-accented smoke. Water adds some elegance and weight. This sweetness continues on the palate where there’s toffee raisin ripe fruits and slow-burning peatiness fully integrated and ember-like on the back palate. The finish is all hot peppered mackerel. Recommended. (U.S. only)"
4570,6,"Tarlogan is the third and most recent release in Glenmorangie’s Legends Collection. Some of the component whisky had been matured in virgin oak casks while the remainder was aged in bourbon barrels. A hint of freshly-dug soil on the very early nose then toffee apples malt and vanilla kick in. The smooth palate focuses on coconut and more vanilla with kumquat and lime. Almonds and vanilla in the mildly spicy finish. (Travel Retail exclusive)"
4571,6,"A 2020 addition to the Fettercairn stable this expression was distilled using chocolate
malt and matured in first-fill bourbon casks before a finishing in sherry and port
casks. The nose is slightly meaty with raisins black treacle white pepper and dark
chocolate. Smooth on the substantial palate with drinking chocolate plums black
pepper cinnamon and a savory note. Ginger chile instant coffee and pipe tobacco
in the finish. £70"
4572,6,"This limited edition 16 year old release is named after a collie dog that belonged to a distillery manager pictured in a 1905 photograph of Glenturret staff. Malt and milk chocolate dried apricots and subtle spice on the floral nose with a hint of worn leather and ultimately ripe pears. Supple and rounded on the palate with sweet spices honey black pepper dark fruit and coffee notes. Finally bitter orange and plain chocolate in the medium-length finish. (1740 bottles) £95"
4573,6,"As the name implies this non-chill filtered expression was finished in Pedro Ximinez sherry butts. The nose offers sweet sherry honey malt and lemon while the palate yields more sherry plain chocolate honey spicy toffee and a hint of orange. More spicy toffee plus drying oak in the medium-length finish."
4576,9,"Quite fresh and lively for its age and loaded with fruit. You’ll find bright fruit (tangerine passion fruit lemon) followed by subtle sweeter fruit (coconut honeydew melon banana and apple crumb pie). Resinous minty oak notes and a hefty viscosity give the whisky some structure while floral notes (lavender rose petals) and gentle vanilla expose a softer side to the whisky. Dry oak finish."
4577,9,"The whisky is quite fruity (green grape orange tangerine and dark cherry) with balancing notes of vanilla roasted nuts and a hint of peat. Dry lightly spicy finish that lingers. It is complex and nicely balanced for a whisky of this age. Still I feel the 15 year old Fine Oak edition is better and at $65 one-tenth the cost."
4578,6,"A William Grant & Sons single malt from an undisclosed Lowland distillery. It offers flavors of mashed turnip sprinkled with table salt early on the nose; brittle toffee malt and vanilla aromas develop. Creamy toffee more salt honey orange fondant and sweet oak on the palate. The lengthy finish features gentle spices oak and white pepper. £22"
4579,6,"Heavily peated Bunnahabhain spirit referred to as Margadale was used for this bottling and matured in refill sherry butts. Savory on the nose with smoky brine plain chocolate and Granny Smith apples. The palate offers similar green apple notes along with sweet peat cocoa and licorice. Wood smoke and pipe tobacco in the medium-length finish."
4580,1,"Every month seems to bring a new Octomore. Much is made of the peatiness of the malt used but just as important is the way in which it is distilled and matured. It is these two aspects that give it sweetness and balance. This is minty honey-sweet with meadowsweet some dried lavender tinned peaches and that hot sand note typical of Bruichladdich. The smoke is merely suggestive giving an integrated power. 5 years old? Who knows what might happen next?"
4581,6,"Darkness! is a range of cask strength single malts which have been finished for 3 months in 50-liter first-fill oloroso or Pedro Ximénez casks. Waxy on the nose with dates prunes cherries cocoa powder window polish and finally vanilla. Warm and spicy on the palate with sweet sherry hot chocolate intense tropical fruit notes and cloves. The fruit becomes more citric in the finish; nutty with clove oil. £75"
4582,1,"Big smoke. Smoked fish in fact with some linked oily elegance along with touches of hot tar and a cooked agave quality adding a slightly sour/sweet element; then come poached pear and pepper. The palate is rootier but always with this deep clinging texture. As it moves it sweetens briefly then comes creosote. Water gives the sweetness more space before the big phenols come powering back. It’s a barbecue in your mouth. Classic Laphroaig in fact. £91"
4583,6,"Glenglassaugh initially imported Massandra wine casks from the Crimea in 2010 for finishing purposes and that was the first time the winery had allowed its wood to be exported. In 2014 two Massandra cask finishes were released. Distilled in 1978 the Madeira-finished nose yields dates sultanas stewed fruit caramel a hint of smoke and spices. Smooth on the palate with apricots cocoa powder oak and lots of spice development. The softly-oaked finish is lengthy citric and spicy. £395"
4584,9,"Pale gold/straw color. Fresh appetizing aroma and flavor of brine delicate peat gentle sweetness and a touch of spice and seaweed. Medium in body and slightly oily in texture. Nicely balanced and clean with a salty dryish finish. This is a lovely very appetizing expression of a distillery that has been closed and dismantled. (It was the original Clynelish distillery.) It is a very nice example of a northern Highland whisky and expresses a great balance between sweetness and brine youth and maturity. However I would have liked to have seen it bottled at a higher strength."
4585,6,"This expression was distilled during Arran’s second year of operation in September 1996 and bottled at 19 years of age. The single refill hogshead yielded 288 bottles. Sweet and malty on the slick nose with honey lively spices and hints of pine. Ultimately caramel and satsuma. Full on the palate with juicy fruit more malt and honey and developing milk chocolate. Long and soft in the finish; lightly spiced finally slightly citric with a hint of brine and dry oak. £80"
